index,pdfsize,metadata size,xref Length,obj,endobj,JS,Javascript,Class
5939,98,357,973,55,55,0,0,Benign
2111,6,218,10,9,9,2,3,Malicious
7336,23,298,12,30,30,0,0,Benign
5055,48,275,19,75,75,0,0,Benign
756,198,339,26,16,16,1,2,Malicious
7957,37,288,48,69,69,0,0,Benign
4046,79,372,76,75,75,0,0,Benign
4075,72,377,51,50,50,0,0,Benign
2758,301,297,83,8,8,0,0,Malicious
7911,153,280,211,114,114,0,0,Benign
7162,134,273,119,74,74,0,0,Benign
6690,304,358,83,106,106,0,0,Benign
6410,99,450,398,186,186,2,3,Benign
3145,53,423,62,50,50,0,0,Malicious
5843,45,349,98,61,61,0,0,Benign
5629,54,382,646,442,442,0,0,Benign
2020,5,218,10,9,9,1,2,Malicious
764,5,180,16310,17,17,1,2,Malicious
2115,8,180,11,68,68,4,6,Malicious
2865,4,396,14,5,4,0,0,Malicious
8147,4,383,13,4,4,1,1,Malicious
2464,12,180,9,9,9,0,0,Malicious
2006,8,180,11,9,9,2,3,Malicious
1259,3,180,10,8,8,1,1,Malicious
5945,52,373,82,78,78,0,0,Benign
6225,75,367,353,75,75,0,0,Benign
1024,2,180,9,10,10,1,2,Malicious
4862,95,283,42,17,17,0,0,Benign
752,23,180,26,10,10,1,1,Malicious
3016,20,180,7,8,8,1,1,Malicious
4518,87,271,21,20,20,0,0,Benign
351,6,218,10,13,13,1,2,Malicious
6994,184,303,231,107,107,0,0,Benign
1421,2,180,111714,9,9,1,2,Malicious
4982,74,262,21,26,26,0,0,Benign
1562,10,180,9,9,9,2,3,Malicious
3989,38,299,27,26,26,0,0,Benign
1509,17,240,31,9,9,2,3,Malicious
6755,165,282,55,41,41,0,0,Benign
561,9,258,31,19,19,0,0,Malicious
6409,86,470,178,116,116,0,0,Benign
4372,72,262,21,34,34,0,0,Benign
7801,30,288,33,46,46,0,0,Benign
7922,29,253,45,275,275,0,0,Benign
4423,84,283,30,127,127,0,0,Benign
4623,98,283,38,11,11,0,0,Benign
1047,2,180,9,10,10,1,1,Malicious
2333,35,350,35,9,9,1,1,Malicious
6509,1,350,9,8,8,0,0,Benign
414,8,180,10,27,27,5,6,Malicious
6259,79,365,581,52,52,0,0,Benign
7823,11,229,33,56,56,0,0,Benign
6372,45,490,414,1654,1654,0,0,Benign
7080,178,276,1105,77,77,0,0,Benign
2669,210,274,54,8,8,1,1,Malicious
4950,83,262,21,32,32,0,0,Benign
7549,22,298,12,12,12,0,0,Benign
3257,38,180,11,10,10,1,1,Malicious
3693,10,256,16,19,19,2,3,Malicious
1671,2,180,263987,9,9,1,1,Malicious
3950,46,397,47,48,48,0,0,Benign
6581,243,329,546,246,246,1,2,Benign
7018,197,293,197,196,196,0,0,Benign
3133,60,403,62,51,51,0,0,Malicious
1487,10,180,70,8,8,1,1,Malicious
842,5,180,8,19,19,2,3,Malicious
1146,6,180,16,11,11,1,2,Malicious
3172,47,180,15,19,19,0,0,Malicious
1862,1,180,111612,9,9,2,3,Malicious
6661,266,388,354,289,289,2,3,Benign
1253,11,180,88,8,8,1,1,Malicious
8183,7,322,17,9,9,1,1,Malicious
1561,13,397,23,8,8,1,1,Malicious
4905,74,262,21,9,9,0,0,Benign
5064,72,262,21,31,31,0,0,Benign
5482,73,305,473,99,99,0,0,Benign
3159,8,180,10,0,1,1,0,Malicious
378,3,256,15,12,12,1,2,Malicious
7955,68,288,60,24,24,0,0,Benign
5528,94,305,404,92,92,0,0,Benign
1335,10,180,70,7,6,1,1,Malicious
1223,11,294,10,4,4,1,1,Malicious
7923,21,253,40,141,141,0,0,Benign
5706,44,360,133,59,59,0,0,Benign
2966,421,410,805,9,9,1,1,Malicious
2858,14,224,20,7,6,1,1,Malicious
3194,4,180,14,21,21,3,4,Malicious
2112,4,389,13,9,9,1,2,Malicious
4667,32,298,12,134,134,0,0,Benign
5642,40,470,425,60,60,0,0,Benign
6939,388,360,536,388,388,0,0,Benign
6133,96,412,800,104,104,2,3,Benign
4471,98,516,167,41,41,0,0,Benign
2114,4,250,15,9,9,1,2,Malicious
2404,8,180,11,51,51,0,0,Malicious
5402,89,262,21,28,28,0,0,Benign
8140,8,292,17,9,9,1,1,Malicious
3826,88,447,150,149,149,0,0,Benign
6375,62,396,202,50,50,0,0,Benign
5522,54,296,203,54,54,0,0,Benign
1575,15,224,20,7,6,1,1,Malicious
5114,86,283,48,28,27,0,0,Benign
2458,12,180,77,8,7,1,1,Malicious
5656,58,365,92,52,52,0,0,Benign
7188,11,252,20,19,19,0,0,Benign
1406,11,180,46,9,9,1,1,Malicious
4417,54,298,17,11,11,0,0,Benign
1175,21,180,9,8,8,1,1,Malicious
5033,69,283,25,16,16,0,0,Benign
1557,2,256,15,4,4,1,1,Malicious
2302,214,271,26,8,8,1,1,Malicious
6437,321,352,477,335,335,0,0,Benign
4706,80,262,21,27,27,0,0,Benign
4568,86,262,21,45,45,0,0,Benign
6721,298,262,33,18,18,0,0,Benign
547,45,180,12,19,19,0,0,Malicious
5325,76,272,21,11,11,0,0,Benign
5499,56,305,398,108,108,0,0,Benign
7276,138,224,140,11,11,0,0,Benign
1691,17,383,29,8,8,1,1,Malicious
172,5,180,8,26,26,1,2,Malicious
4847,93,283,40,37,37,0,0,Benign
6477,48,387,226,138,138,0,0,Benign
1721,10,256,16,68,68,4,2,Malicious
5129,35,298,12,6,6,0,0,Benign
3018,48,224,20,43,43,4,6,Malicious
7391,14,260,12,11,11,0,0,Benign
2698,1,180,111714,8,7,1,1,Malicious
8179,6,309,18,9,9,1,1,Malicious
2578,68,281,23,39,39,0,0,Malicious
4376,38,294,64,23,23,0,0,Benign
4022,57,388,43,42,42,0,0,Benign
7416,27,298,12,31,31,0,0,Benign
6793,111,283,51,46,46,0,0,Benign
2124,8,255,10,9,9,1,2,Malicious
1038,4,249,16,13,13,2,3,Malicious
323,19,180,10,10,10,1,1,Malicious
7999,30,252,60,39,39,0,0,Benign
5403,91,283,28,9,9,0,0,Benign
4707,82,283,30,11,11,0,0,Benign
4561,89,283,32,101,101,0,0,Benign
4229,96,301,527,105,105,0,0,Benign
7520,132,297,31,25,25,0,0,Benign
893,7,180,1991,13,13,2,3,Malicious
7722,305,237,167,156,156,0,0,Benign
2943,16,180,77,9,9,1,2,Malicious
324,16,180,10,28,28,3,4,Malicious
1215,12,224,20,4,4,1,1,Malicious
3288,9,180,167,15,15,0,0,Malicious
4606,95,283,28,6,6,0,0,Benign
4641,33,298,12,31,31,0,0,Benign
7451,20,298,13,36,36,0,0,Benign
7997,59,252,104,259,259,0,0,Benign
2755,2,180,8,39,39,0,0,Malicious
1129,2,180,9,15,15,1,2,Malicious
1718,13,180,9,9,9,1,2,Malicious
2178,14,256,16,5,5,1,1,Malicious
2913,15,224,20,56,56,0,0,Malicious
664,23,277,30,22,22,1,2,Malicious
7748,20,253,35,27,27,0,0,Benign
5048,89,262,21,98,98,0,0,Benign
208,3,180,111612,19,19,0,0,Malicious
7709,147,252,143,175,175,0,0,Benign
747,15,256,16,11,11,3,4,Malicious
1507,3,218,12,8,8,1,1,Malicious
4552,72,262,21,12,12,0,0,Benign
798,17,180,10,19,19,2,3,Malicious
88,14,256,16,19,19,1,1,Malicious
734,1,180,111714,10,10,1,1,Malicious
8084,11,229,31,38,38,0,0,Benign
4949,78,283,33,6,6,0,0,Benign
7929,16,271,34,107,107,0,0,Benign
1174,17,180,10,9,9,1,1,Malicious
8047,22,282,51,39,39,0,0,Benign
5309,69,262,21,28,28,0,0,Benign
1153,3,218,12,11,11,1,2,Malicious
198,9,180,9,13,13,2,3,Malicious
2680,22,258,10,6,6,0,0,Malicious
3593,42,287,13,22,22,0,0,Malicious
1097,17,180,10,24,24,4,4,Malicious
548,14,224,20,11,11,1,1,Malicious
4679,94,283,41,162,162,0,0,Benign
4386,94,283,27,6,6,0,0,Benign
4629,86,272,21,6,6,0,0,Benign
3217,4,180,14,20,20,0,0,Malicious
1321,10,258,31,8,8,1,1,Malicious
3400,8,180,10,20,20,0,0,Malicious
6467,48,513,282,108,108,0,0,Benign
1867,3,180,8,95,95,4,5,Malicious
4645,87,283,34,6,6,0,0,Benign
4252,87,283,27,26,26,0,0,Benign
5357,75,262,21,29,29,0,0,Benign
3571,6,204,9,11,11,0,0,Malicious
1775,12,180,9,95,95,4,5,Malicious
5517,40,305,264,63,63,0,0,Benign
5510,56,226,259,67,67,0,0,Benign
7470,30,298,12,24,24,0,0,Benign
6874,211,343,143,101,101,0,0,Benign
4050,53,353,55,54,54,0,0,Benign
6385,88,413,513,84,84,0,0,Benign
937,145,275,50,15,15,2,3,Malicious
6982,152,347,111,37,37,0,0,Benign
6358,340,432,1408,119,119,2,3,Benign
7862,16,229,39,52,52,0,0,Benign
7049,213,273,66,65,65,0,0,Benign
2191,149,180,62,4,4,1,1,Malicious
5164,45,496,529,11,11,0,0,Benign
4879,96,455,105,11,11,0,0,Benign
8166,37,310,100,8,8,1,1,Malicious
3936,38,299,26,25,25,0,0,Benign
3914,391,251,270,269,269,0,0,Benign
4995,88,262,21,11,11,0,0,Benign
2627,8,180,11,9,9,1,1,Malicious
3686,245,278,38,17,17,2,3,Malicious
6950,101,328,451,363,363,0,0,Benign
620,3,180,9,14,14,2,3,Malicious
5148,32,298,12,146,146,0,0,Benign
7707,129,253,126,199,199,0,0,Benign
5503,71,226,287,86,86,0,0,Benign
3260,8,180,10,10,10,2,3,Malicious
478,10,256,16,13,13,2,3,Malicious
1352,10,296,10,9,9,1,1,Malicious
2088,529,296,87,9,9,1,2,Malicious
4823,94,283,29,136,136,0,0,Benign
5885,338,342,1890,322,322,9,10,Benign
5035,84,283,33,24,24,0,0,Benign
2057,8,180,10,9,9,1,2,Malicious
1918,2,180,9,9,8,1,1,Malicious
1033,8,180,10,15,15,1,2,Malicious
5331,87,265,21,33,33,0,0,Benign
286,6,211,18,10,10,1,1,Malicious
550,2,180,111614,26,26,3,4,Malicious
5200,33,260,12,64,64,0,0,Benign
2855,4,211,28,8,8,1,1,Malicious
6853,121,297,164,76,76,0,0,Benign
5003,88,262,21,16,16,0,0,Benign
5647,43,579,253,31,31,0,0,Benign
2815,8,180,10,41,41,0,0,Malicious
7501,123,283,170,26,26,0,0,Benign
1425,13,224,20,9,9,1,2,Malicious
5359,87,283,37,6,6,0,0,Benign
7545,17,298,13,6,6,0,0,Benign
6302,80,381,375,151,151,0,0,Benign
7498,23,298,13,46,46,0,0,Benign
2303,15,180,10,37,37,4,5,Malicious
2283,123,180,62,7,6,1,2,Malicious
7882,153,296,149,93,93,0,0,Benign
6486,344,301,13,12,12,0,0,Benign
2098,9,180,70,9,9,1,2,Malicious
3044,1,180,111612,8,8,1,2,Malicious
6641,131,365,642,315,315,2,3,Benign
3262,9,258,31,13,13,2,3,Malicious
7756,23,288,45,169,169,0,0,Benign
6649,236,407,103,81,81,2,3,Benign
5866,42,374,82,78,78,0,0,Benign
4897,89,283,32,25,25,0,0,Benign
2516,6,256,16,8,8,1,1,Malicious
3199,9,180,9,25,25,0,0,Malicious
4296,60,268,33,26,26,0,0,Benign
6973,415,352,227,81,81,0,0,Benign
701,17,180,10,11,11,3,4,Malicious
4740,80,283,30,6,6,0,0,Benign
4952,76,283,28,118,118,0,0,Benign
7752,45,271,70,30,30,0,0,Benign
4347,73,265,21,6,6,0,0,Benign
5577,58,226,285,52,52,0,0,Benign
1554,15,257,16,9,9,1,1,Malicious
1618,3,250,15,4,4,1,1,Malicious
8159,7,324,16,8,8,1,1,Malicious
6951,96,345,56,145,145,0,0,Benign
4463,79,262,21,11,11,0,0,Benign
6131,67,345,101,64,64,0,0,Benign
833,11,256,16,15,15,1,2,Malicious
4870,74,265,21,33,33,0,0,Benign
3815,342,210,32,31,31,0,0,Benign
549,8,180,9,26,25,1,2,Malicious
1020,36,180,12,19,19,0,0,Malicious
248,12,180,9,20,20,2,4,Malicious
4921,84,283,35,12,12,0,0,Benign
1741,18,250,15,8,8,1,1,Malicious
296,4,300,15,27,27,2,3,Malicious
3317,8,180,10,26,26,0,0,Malicious
57,9,180,9,15,15,2,3,Malicious
1703,3,180,8,9,9,1,2,Malicious
3375,4,216,28,0,1,0,0,Malicious
5832,73,366,226,81,81,0,0,Benign
7167,159,282,95,94,94,0,0,Benign
5687,67,392,221,47,47,0,0,Benign
100,62,299,10,10,10,1,1,Malicious
4734,87,262,21,37,37,0,0,Benign
2481,8,180,13,9,9,1,2,Malicious
4010,39,299,27,26,26,0,0,Benign
2988,135,180,77,9,9,1,1,Malicious
5934,86,445,322,158,158,0,0,Benign
532,41,180,9,15,15,1,2,Malicious
2778,178,299,92,9,9,1,1,Malicious
3745,40,459,53,52,52,0,0,Benign
7332,15,260,12,6,6,0,0,Benign
1370,13,180,348,8,8,1,1,Malicious
3399,9,180,9,20,20,0,0,Malicious
346,3,180,8,14,14,2,3,Malicious
6454,39,392,50,118,118,0,0,Benign
2829,72,288,14,30,30,1,2,Malicious
2476,17,242,10,9,9,1,1,Malicious
3658,17,180,10,18,18,2,3,Malicious
681,15,224,20,19,19,1,2,Malicious
434,16,180,10,21,21,2,4,Malicious
3684,10,180,36,10,9,2,3,Malicious
2603,83,180,10,9,9,1,1,Malicious
3879,39,436,172,46,46,0,0,Benign
1489,2,194,15,8,8,1,1,Malicious
3033,9,180,2,8,8,1,1,Malicious
7075,20,285,39,20,20,0,0,Benign
7620,170,235,168,123,123,0,0,Benign
7961,134,288,143,20,20,0,0,Benign
2022,5,180,10,9,9,1,2,Malicious
6823,107,283,50,11,11,0,0,Benign
5186,33,298,12,37,37,0,0,Benign
2348,358,226,35,8,8,1,1,Malicious
2842,8,256,22,8,8,1,1,Malicious
1181,2,180,111612,9,9,1,2,Malicious
1375,2,180,111612,7,7,1,1,Malicious
6441,55,337,70,138,138,0,0,Benign
6559,1,352,12,9,9,0,0,Benign
7799,26,288,105,215,215,0,0,Benign
8019,17,229,34,34,34,0,0,Benign
626,12,180,9,23,23,2,3,Malicious
5152,37,298,12,43,43,0,0,Benign
6609,107,356,925,1114,1114,2,2,Benign
4855,89,283,41,23,23,0,0,Benign
5799,68,389,310,42,42,0,0,Benign
6764,109,282,39,44,44,0,0,Benign
84,76,180,11,12,12,1,2,Malicious
6778,104,283,44,45,45,0,0,Benign
3482,8,180,10,15,15,1,1,Malicious
4591,87,262,21,31,31,0,0,Benign
