index,pdfsize,metadata size,xref Length,obj,endobj,JS,Javascript,Class
5542,76,226,330,117,117,0,0,Benign
3831,40,447,53,52,52,0,0,Benign
7461,132,283,37,184,184,0,0,Benign
7450,21,298,13,24,24,0,0,Benign
985,4,218,10,15,15,2,3,Malicious
1821,2048,240,31,9,9,1,1,Malicious
7199,101,283,30,29,29,0,0,Benign
587,12,258,31,10,10,1,1,Malicious
7808,30,283,39,41,41,0,0,Benign
6280,72,398,381,60,60,0,0,Benign
7688,133,287,96,17,17,0,0,Benign
8136,46,335,19,8,8,1,1,Malicious
5994,94,403,166,96,96,0,0,Benign
6498,1,358,9,8,8,0,0,Benign
3557,4,180,14,0,1,0,0,Malicious
1395,19,256,22,40,40,1,2,Malicious
264,6,256,16,27,27,5,6,Malicious
3547,564,180,128,17,12,1,1,Malicious
5128,90,262,21,11,11,0,0,Benign
7473,25,260,12,11,11,0,0,Benign
5790,65,378,221,225,225,2,3,Benign
3864,80,284,62,23,23,0,0,Benign
6790,228,262,27,11,11,0,0,Benign
2400,9,250,15,5,5,1,1,Malicious
5927,97,368,425,49,49,0,0,Benign
3711,58,320,70,69,69,0,0,Benign
246,648,226,11,15,15,1,2,Malicious
1594,102,180,6,8,8,1,1,Malicious
7954,36,288,196,58,58,0,0,Benign
7359,24,298,12,109,109,0,0,Benign
923,79,256,96,19,19,0,0,Malicious
5072,45,439,228,6,6,0,0,Benign
7605,28,298,12,22,22,0,0,Benign
669,38,256,28,19,19,0,0,Malicious
3604,1,180,111714,10,9,2,3,Malicious
1910,23,180,30,9,9,2,3,Malicious
5716,70,344,622,75,75,0,0,Benign
3958,44,391,56,45,45,0,0,Benign
2696,95,180,9,8,8,1,1,Malicious
2591,7,212,9,9,9,1,1,Malicious
1781,17,244,10,9,9,1,1,Malicious
3013,15,224,20,75,75,0,0,Malicious
2307,566,180,127,8,8,1,1,Malicious
4899,73,262,21,31,31,0,0,Benign
3690,2,195,15,15,15,2,3,Malicious
687,17,270,10,19,19,0,0,Malicious
612,45,180,12,10,10,1,1,Malicious
3200,37,180,11,14,14,0,1,Malicious
2267,6,211,18,9,9,1,1,Malicious
7847,11,229,12,26,26,0,0,Benign
6227,75,367,343,59,59,0,0,Benign
1898,12,378,21,9,9,1,1,Malicious
5723,77,332,580,62,62,0,0,Benign
258,305,180,9,10,10,1,1,Malicious
2924,9,180,9,97,97,1,2,Malicious
2822,6,180,7,9,8,2,3,Malicious
3339,8,250,15,16,16,0,0,Malicious
3525,7,180,11,17,17,0,0,Malicious
4563,77,283,25,123,123,0,0,Benign
2285,3,180,111614,9,9,1,1,Malicious
8003,60,282,57,59,59,0,0,Benign
484,24,258,10,10,10,1,2,Malicious
2211,59,224,407,41,41,0,0,Malicious
5081,80,262,21,25,25,0,0,Benign
2555,4,180,14,4,4,1,1,Malicious
7,6,250,15,14,14,2,3,Malicious
3657,13,180,24,30,30,3,4,Malicious
6931,392,355,390,386,386,0,0,Benign
4874,74,283,25,6,6,0,0,Benign
4402,38,298,12,11,11,0,0,Benign
2426,56,301,10,8,8,0,0,Malicious
1814,3,300,15,8,8,1,1,Malicious
7615,18,260,12,27,27,0,0,Benign
2274,9,295,10,8,8,1,1,Malicious
1011,30,328,24,13,13,3,4,Malicious
5549,78,226,857,49,49,0,0,Benign
1067,36,258,10,17,17,1,1,Malicious
1991,7,349,17,9,9,1,2,Malicious
3970,41,322,63,62,62,0,0,Benign
5831,43,359,94,47,47,0,0,Benign
7133,157,304,115,111,111,0,0,Benign
3867,48,344,34,33,33,0,0,Benign
7304,30,298,12,57,57,0,0,Benign
3048,563,180,128,8,8,1,1,Malicious
781,77,259,10,14,14,3,4,Malicious
7942,46,295,113,48,48,0,0,Benign
1749,12,258,31,9,9,1,2,Malicious
2791,2,180,11,4,4,1,1,Malicious
1091,14,256,16,17,17,1,1,Malicious
5664,52,358,534,91,91,0,0,Benign
6913,159,298,719,16,16,0,0,Benign
6962,61,380,66,149,149,0,0,Benign
6639,300,373,308,113,113,2,3,Benign
2608,9,180,9,8,8,0,0,Malicious
7695,175,271,44,37,37,0,0,Benign
2290,9,180,216,7,6,1,1,Malicious
1727,15,373,25,9,9,1,1,Malicious
610,83,256,22,14,14,2,3,Malicious
4666,61,494,474,26,26,0,0,Benign
343,7,180,9,21,21,3,4,Malicious
6718,167,296,122,41,41,0,0,Benign
6386,80,414,545,186,186,0,0,Benign
3750,32,303,45,24,24,0,0,Benign
6192,96,397,767,58,58,0,0,Benign
7144,186,304,83,81,81,0,0,Benign
3215,4,180,14,11,11,1,1,Malicious
97,9,180,9,11,11,3,4,Malicious
5153,80,283,30,11,11,0,0,Benign
1537,15,256,16,9,9,1,2,Malicious
3588,495,180,173,29,29,2,3,Malicious
4984,35,300,82,111,111,0,0,Benign
3648,10,256,16,14,14,2,3,Malicious
6515,1,359,11,10,10,0,0,Benign
7448,25,298,12,82,82,0,0,Benign
1517,2048,201,996,8,8,1,1,Malicious
7674,22,295,51,22,22,0,0,Benign
4624,74,272,21,33,33,0,0,Benign
4272,66,262,21,6,6,0,0,Benign
3669,3,180,11,11,11,3,4,Malicious
2090,38,338,200006,9,9,1,2,Malicious
572,17,250,15,22,22,1,2,Malicious
7445,21,283,10,6,6,0,0,Benign
6207,94,395,1220,88,88,0,0,Benign
6792,229,371,30,35,35,0,0,Benign
3062,1,180,10,9,8,2,3,Malicious
5198,96,262,21,177,177,0,0,Benign
5936,76,503,441,82,82,0,0,Benign
5327,69,262,21,114,114,0,0,Benign
5310,33,303,50,33,33,0,0,Benign
7409,28,298,12,25,25,0,0,Benign
4479,85,272,21,6,6,0,0,Benign
8023,15,229,27,33,33,0,0,Benign
370,4,180,9,10,10,1,1,Malicious
1938,9,180,9,9,9,1,2,Malicious
7672,27,283,58,46,46,0,0,Benign
7061,18,285,28,15,15,0,0,Benign
3670,12,180,9,18,18,3,4,Malicious
3652,2,180,111612,15,15,3,4,Malicious
2361,158,287,33,9,9,2,3,Malicious
4260,75,262,21,6,6,0,0,Benign
4991,84,272,21,37,37,0,0,Benign
6023,89,358,625,87,87,1,1,Benign
7376,17,260,12,6,6,0,0,Benign
3737,387,320,154,153,153,0,0,Benign
5525,35,315,232,47,47,0,0,Benign
5654,38,335,38,63,63,0,0,Benign
5689,74,352,740,77,77,0,0,Benign
1171,1,180,111113,9,9,2,3,Malicious
5337,80,283,31,31,31,0,0,Benign
1422,14,224,20,9,9,1,2,Malicious
7345,28,260,12,53,53,0,0,Benign
7207,22,298,13,12,12,0,0,Benign
5385,75,265,21,11,11,0,0,Benign
874,7,180,7,30,30,1,2,Malicious
2297,8,180,11,4,4,1,1,Malicious
2643,46,180,11,4,4,1,1,Malicious
7089,155,295,553,117,117,0,0,Benign
840,3,180,10,15,15,2,3,Malicious
581,16,180,10,30,30,1,2,Malicious
204,5,180,16,19,19,0,0,Malicious
1641,10,471,18,9,9,1,2,Malicious
2014,4,256,15,7,6,1,2,Malicious
3253,81,256,72,0,1,1,0,Malicious
7268,28,260,12,6,6,0,0,Benign
905,8,180,11,11,11,3,4,Malicious
631,58,321,25,11,11,3,4,Malicious
5817,76,407,701,29,29,0,0,Benign
5261,42,272,42,29,29,0,0,Benign
1974,9,180,9,7,6,1,2,Malicious
162,14,487,25,15,15,1,1,Malicious
4998,76,265,21,34,34,0,0,Benign
5594,349,464,850,81,81,0,0,Benign
7353,28,298,12,45,45,0,0,Benign
5219,98,283,30,12,12,0,0,Benign
4713,98,283,25,115,115,0,0,Benign
875,13,180,348,13,13,2,3,Malicious
1431,18,250,15,9,9,1,1,Malicious
4643,99,262,21,11,11,0,0,Benign
6887,144,351,123,82,82,0,0,Benign
5121,79,283,28,6,6,0,0,Benign
5216,76,283,28,40,40,0,0,Benign
2856,8,180,11,35,35,0,0,Malicious
1861,127,180,8,7,7,0,0,Malicious
2659,14,224,20,35,35,5,6,Malicious
3384,38,338,200006,14,14,2,3,Malicious
7952,26,288,122,48,48,0,0,Benign
7841,28,229,18,24,24,0,0,Benign
7822,39,229,75,23,23,0,0,Benign
4733,77,262,21,28,28,0,0,Benign
3331,54,226,38,15,15,1,1,Malicious
6692,8,180,11,79,79,13,13,Malicious
6163,92,359,607,56,56,0,0,Benign
5717,75,342,560,86,86,0,0,Benign
2096,8,224,18,9,9,1,2,Malicious
2003,6,218,10,9,9,1,2,Malicious
5573,72,226,576,78,78,0,0,Benign
5017,70,283,27,48,48,0,0,Benign
546,15,180,10,17,17,2,3,Malicious
1449,11,180,16,9,9,1,1,Malicious
5683,74,399,525,101,101,0,0,Benign
2610,9,180,9,5,5,1,1,Malicious
1900,17,273,10,9,9,1,1,Malicious
6451,46,443,56,154,154,0,0,Benign
2757,9,180,9,34,34,0,0,Malicious
1885,15,362,27,9,9,1,1,Malicious
7909,44,299,208,1651,1651,0,0,Benign
2097,8,239,10,9,9,1,2,Malicious
7118,142,304,71,70,70,0,0,Benign
7352,25,298,12,61,61,0,0,Benign
836,30,256,16,14,14,2,3,Malicious
3471,566,180,127,20,20,1,2,Malicious
4697,31,298,12,16,16,0,0,Benign
6512,1,371,7,6,6,0,0,Benign
2171,9,180,9,47,47,0,0,Malicious
7030,17,306,26,25,25,0,0,Benign
6961,138,351,131,447,447,0,0,Benign
398,133,180,9,11,11,1,2,Malicious
2010,8,180,10,40,40,1,2,Malicious
7861,10,229,30,34,34,0,0,Benign
1283,12,180,9,5,4,0,0,Malicious
5781,80,411,494,85,85,0,0,Benign
5992,89,398,588,105,105,0,0,Benign
4256,62,262,21,6,6,0,0,Benign
1836,17,333,29,8,8,1,1,Malicious
1019,12,180,9,15,15,3,4,Malicious
5931,67,352,451,82,82,0,0,Benign
1326,17,383,29,9,9,1,1,Malicious
5082,90,283,28,11,11,0,0,Benign
475,9,180,9,24,24,3,4,Malicious
2810,186,180,138,4,4,1,1,Malicious
6152,90,387,528,78,78,0,0,Benign
1651,13,469,20,8,8,1,1,Malicious
7597,30,260,12,28,28,0,0,Benign
6988,209,271,156,56,56,0,0,Benign
2528,7,239,10,9,9,0,0,Malicious
1206,3,250,15,9,9,1,1,Malicious
5328,78,262,21,138,138,0,0,Benign
7252,116,283,35,6,6,0,0,Benign
6301,80,381,371,171,171,0,0,Benign
7857,22,229,35,68,68,0,0,Benign
867,8,180,11,13,13,1,2,Malicious
2974,60,242,30,8,8,1,1,Malicious
5093,86,283,26,11,11,0,0,Benign
541,5,180,16,22,22,1,2,Malicious
1132,3,180,7,10,10,1,1,Malicious
7928,28,284,51,49,49,0,0,Benign
7635,28,298,12,120,120,0,0,Benign
3390,9,180,2,0,1,0,0,Malicious
5896,41,385,152,231,231,20,20,Benign
2962,5,180,8,9,9,2,3,Malicious
4155,51,375,50,49,49,0,0,Benign
3259,66,288,42,13,13,2,3,Malicious
5322,97,460,132,11,11,0,0,Benign
8085,14,252,40,28,28,0,0,Benign
2583,47,180,15,9,9,1,1,Malicious
2813,57,256,41,9,9,1,1,Malicious
6353,44,526,467,52,52,0,0,Benign
7090,164,285,138,137,137,1,0,Benign
6155,63,369,344,79,79,0,0,Benign
3586,81,256,72,22,22,0,0,Malicious
7235,10,260,12,6,6,0,0,Benign
5364,97,283,45,11,11,0,0,Benign
6957,150,337,141,233,233,0,0,Benign
2630,5,218,10,9,9,2,3,Malicious
6555,4,364,36,35,35,0,0,Benign
5228,68,262,21,33,33,0,0,Benign
5036,94,283,42,6,6,0,0,Benign
1080,17,180,10,15,15,1,2,Malicious
4283,69,265,21,6,6,0,0,Benign
2085,400,285,127,9,9,1,2,Malicious
2452,9,250,15,5,4,0,0,Malicious
4966,52,381,23,27,27,0,0,Benign
2023,36,180,12,9,9,1,2,Malicious
6468,59,555,251,84,84,0,0,Benign
7636,102,283,37,27,27,0,0,Benign
226,5,247,16,22,22,1,2,Malicious
1013,9,180,9,23,23,2,3,Malicious
1929,2,180,9,44,44,1,1,Malicious
5785,410,394,695,80,80,0,0,Benign
1404,10,258,31,9,9,1,2,Malicious
2179,5,180,18,8,8,1,1,Malicious
697,873,275,45,19,19,0,0,Malicious
1124,6,256,16,10,10,1,1,Malicious
3895,353,346,4024,972,972,0,0,Benign
5110,87,262,21,40,40,0,0,Benign
1778,17,252,10,8,8,1,1,Malicious
5234,70,272,21,6,6,0,0,Benign
2634,53,226,38,9,9,1,1,Malicious
3489,9,204,302,19,19,0,0,Malicious
1037,2,226,10,10,10,1,1,Malicious
2256,6,256,19,8,8,1,1,Malicious
5488,89,305,895,112,112,0,0,Benign
8094,73,229,141,31,31,0,0,Benign
313,1,180,111612,10,10,1,1,Malicious
2649,13,180,7,9,9,1,2,Malicious
2281,9,180,9,4,4,1,1,Malicious
5876,93,447,597,108,108,0,0,Benign
2547,7,250,15,8,8,1,1,Malicious
5132,86,262,21,26,26,0,0,Benign
2159,4,247,16,8,8,1,1,Malicious
3137,45,411,49,59,59,0,0,Malicious
7606,24,298,12,11,11,0,0,Benign
3967,56,312,54,53,53,0,0,Benign
1428,1,180,111612,4,4,1,1,Malicious
5820,68,424,186,328,328,1,1,Benign
2520,5,242,10,8,8,1,1,Malicious
5270,89,286,22,6,6,0,0,Benign
5933,88,384,96,50,50,0,0,Benign
6060,90,381,266,112,112,0,0,Benign
448,16,226,8,30,30,1,2,Malicious
5382,90,283,24,6,6,0,0,Benign
1284,21,256,16,8,8,1,1,Malicious
3727,31,297,42,41,41,0,0,Benign
361,9,283,19,10,10,1,1,Malicious
8044,11,271,26,25,25,0,0,Benign
6524,1,373,7,6,6,0,0,Benign
5149,79,262,21,22,22,0,0,Benign
2460,76,180,11,8,8,1,1,Malicious
22,138,257,104,299,299,149,149,Malicious
2066,36,180,12,9,9,1,2,Malicious
1653,13,180,9,9,9,1,2,Malicious
702,2,180,111612,30,30,1,2,Malicious
5935,87,504,471,218,218,0,0,Benign
2743,4,180,8,9,9,1,1,Malicious
1376,1,180,111714,4,4,1,1,Malicious
6651,277,382,211,106,106,2,3,Benign
2468,4,247,16,9,9,1,1,Malicious
3754,75,299,51,50,50,0,0,Benign
2325,8,275,18,9,9,1,1,Malicious
460,8,180,10,26,26,2,3,Malicious
5163,87,265,21,6,6,0,0,Benign
4183,387,353,1619,1618,1618,0,0,Benign
4082,59,375,44,43,43,0,0,Benign
1486,17,242,10,9,9,1,1,Malicious
3678,17,180,10,15,15,3,4,Malicious
282,15,256,16,10,10,1,1,Malicious
4558,59,340,402,146,146,0,0,Benign
4308,52,286,11,10,10,0,0,Benign
4865,93,283,33,11,11,0,0,Benign
3537,806,203,10,24,24,0,0,Malicious
6920,251,349,286,406,406,0,0,Benign
2581,39,338,30,9,9,1,1,Malicious
1368,11,224,20,9,9,1,1,Malicious
7383,30,298,12,12,12,0,0,Benign
5502,68,305,555,86,86,0,0,Benign
597,15,224,20,14,14,3,4,Malicious
4351,69,283,23,22,22,0,0,Benign
6647,255,365,178,164,164,2,3,Benign
4758,80,262,21,34,34,0,0,Benign
8128,211,289,138,42,42,0,0,Benign
7714,329,249,417,195,195,0,0,Benign
5344,75,272,21,11,11,0,0,Benign
3468,78,267,44,15,15,2,3,Malicious
5241,77,262,21,34,34,0,0,Benign
2990,5,222,15,9,9,1,1,Malicious
7284,25,298,12,6,6,0,0,Benign
8026,52,229,109,26,26,0,0,Benign
2544,5,201,79,9,9,1,1,Malicious
6092,87,383,460,63,63,0,0,Benign
6004,76,400,405,56,56,0,0,Benign
4066,84,413,59,58,58,0,0,Benign
3988,52,361,67,66,66,0,0,Benign
7905,33,303,51,48,48,0,0,Benign
685,5,209,15,29,29,1,1,Malicious
6625,103,395,1063,269,269,2,3,Benign
3243,95,180,9,19,19,0,0,Malicious
6339,380,337,4556,199,199,0,0,Benign
4083,64,401,46,45,45,0,0,Benign
2837,9,376,20,8,8,1,1,Malicious
3697,396,301,187,186,186,0,0,Benign
4941,65,262,21,34,34,0,0,Benign
7379,27,260,12,27,27,0,0,Benign
4040,67,352,53,52,52,0,0,Benign
2230,94,180,9,9,9,1,1,Malicious
5983,78,443,356,50,50,0,0,Benign
2320,9,180,216,8,8,1,1,Malicious
4878,74,262,21,28,28,0,0,Benign
521,15,256,16,16,17,3,4,Malicious
522,3,220,10,19,19,0,0,Malicious
6393,93,371,842,68,68,0,0,Benign
6587,125,336,1550,99,99,2,3,Benign
6584,102,385,560,216,216,2,3,Benign
6182,98,388,705,259,259,1,2,Benign
780,37,180,49,13,13,2,3,Malicious
6552,6,353,38,30,30,0,0,Benign
6922,255,353,292,304,304,0,0,Benign
651,8,180,10,21,21,3,4,Malicious
6112,64,389,282,39,39,0,0,Benign
2196,9,286,10,8,8,1,1,Malicious
369,41,180,11,10,10,1,1,Malicious
5374,32,260,12,31,31,0,0,Benign
4214,81,319,43,42,42,0,0,Benign
377,15,257,16,19,19,0,0,Malicious
6811,154,283,53,6,6,0,0,Benign
2216,5,180,72514,9,9,1,1,Malicious
6237,77,367,353,60,60,0,0,Benign
1613,19,240,31,9,9,1,2,Malicious
7346,24,260,12,6,6,0,0,Benign
3632,1,180,111612,14,14,2,3,Malicious
962,12,180,9,25,25,1,2,Malicious
7366,24,298,12,19,19,0,0,Benign
7684,246,305,1137,140,140,0,0,Benign
6243,86,368,781,60,60,0,0,Benign
5555,94,305,752,81,81,0,0,Benign
359,7,180,10,17,17,1,1,Malicious
3839,54,259,107,106,106,0,0,Benign
5485,67,226,488,50,50,0,0,Benign
1246,2048,180,10,8,8,1,1,Malicious
5720,89,364,306,81,81,0,0,Benign
5087,84,265,21,48,48,0,0,Benign
3694,12,180,9,10,10,2,3,Malicious
7524,126,283,34,36,36,0,0,Benign
2567,4,216,28,4,4,1,1,Malicious
3423,8,180,11,25,25,0,0,Malicious
2037,8,180,9,9,9,1,2,Malicious
772,15,180,10,13,13,3,4,Malicious
7522,19,260,12,29,29,0,0,Benign
3562,9,180,216,12,13,3,4,Malicious
7749,14,271,29,59,59,0,0,Benign
7483,22,298,12,45,45,0,0,Benign
5425,70,262,21,11,11,0,0,Benign
4531,33,260,12,47,47,0,0,Benign
1674,232,180,6,7,6,1,1,Malicious
365,9,180,70,10,10,1,1,Malicious
7185,26,229,59,58,58,0,0,Benign
7898,36,282,135,46,46,0,0,Benign
4327,36,298,12,11,11,0,0,Benign
147,10,180,122,15,15,1,2,Malicious
7196,172,283,137,136,136,0,0,Benign
3088,5,208,13,4,4,1,1,Malicious
6459,330,500,3729,69,69,0,0,Benign
407,15,180,10,16,16,1,2,Malicious
7559,23,298,12,29,29,0,0,Benign
3456,6,180,16,19,19,0,0,Malicious
4182,91,327,161,160,160,0,0,Benign
3576,9,252,10,12,12,0,0,Malicious
3271,7,252,16,0,1,0,0,Malicious
4940,68,283,27,6,6,0,0,Benign
1031,3,250,15,18,18,2,3,Malicious
5368,79,283,35,31,31,0,0,Benign
855,9,180,9,10,10,1,1,Malicious
3926,49,299,33,32,32,0,0,Benign
78,3,250,15,19,19,1,1,Malicious
2247,301,297,83,9,9,1,1,Malicious
6071,82,345,511,214,214,0,0,Benign
7477,30,260,12,23,23,0,0,Benign
7527,27,298,12,138,138,0,0,Benign
6337,77,361,439,48,48,0,0,Benign
6261,76,353,773,56,56,0,0,Benign
788,8,180,9,14,14,2,3,Malicious
2279,6,256,19,7,7,1,2,Malicious
4095,50,335,39,38,38,0,0,Benign
3897,40,403,75,74,74,0,0,Benign
5340,33,298,12,16,16,0,0,Benign
6795,153,283,55,15,15,0,0,Benign
3631,3,180,8,10,10,2,3,Malicious
6135,77,388,283,96,96,0,0,Benign
424,8,180,10,17,17,2,3,Malicious
392,5,180,8,10,10,1,1,Malicious
6118,82,414,477,182,182,0,0,Benign
8151,4,371,13,9,9,1,1,Malicious
4200,31,319,22,21,21,0,0,Benign
2672,26,25660,4,9,9,1,2,Malicious
7489,139,295,283,62,62,0,0,Benign
5540,86,226,705,118,118,0,0,Benign
3493,90,180,77,15,15,1,2,Malicious
1459,16,180,10,9,9,2,3,Malicious
5918,80,360,373,69,69,0,0,Benign
7494,17,298,13,11,11,0,0,Benign
6199,71,363,434,428,428,2,3,Benign
3835,70,519,93,92,92,0,0,Benign
7154,254,304,138,120,120,0,0,Benign
6340,83,389,462,156,156,0,0,Benign
7791,14,301,78,32,32,0,0,Benign
4724,96,283,50,6,6,0,0,Benign
6356,91,379,348,682,682,0,0,Benign
2355,16,180,10,40,40,2,3,Malicious
8089,21,229,34,39,39,0,0,Benign
2442,8,180,10,9,9,0,0,Malicious
6346,83,363,860,59,59,0,0,Benign
7511,25,298,12,32,32,0,0,Benign
6370,323,448,4951,66,66,0,0,Benign
464,3,180,8,10,10,1,1,Malicious
163,9,180,9,24,24,1,2,Malicious
7082,115,295,264,86,86,0,0,Benign
7331,26,260,12,37,37,0,0,Benign
7843,14,229,27,39,39,0,0,Benign
8119,123,271,82,217,217,0,0,Benign
2009,35,350,41,9,9,1,2,Malicious
3084,16,180,53,63,63,1,2,Malicious
900,34,316,22,19,19,0,0,Malicious
6408,87,423,306,209,209,2,3,Benign
4837,70,283,26,6,6,0,0,Benign
2293,773,263,60,9,9,1,1,Malicious
4481,84,265,21,6,6,0,0,Benign
5302,71,283,21,6,6,0,0,Benign
4605,74,272,21,32,32,0,0,Benign
3716,31,295,47,46,46,0,0,Benign
6789,157,283,55,158,158,0,0,Benign
1764,14,224,20,37,37,4,5,Malicious
1549,12,224,20,8,8,1,1,Malicious
3029,18,262,10,8,8,1,1,Malicious
6186,61,399,295,63,63,0,0,Benign
2044,8,250,15,9,9,1,2,Malicious
767,17,249,10,12,12,2,3,Malicious
1508,232,180,6,35,35,1,1,Malicious
7950,23,288,133,60,60,0,0,Benign
4517,83,272,21,11,11,0,0,Benign
4219,64,319,31,30,30,0,0,Benign
6798,155,363,84,29,29,0,0,Benign
5365,34,298,12,44,44,0,0,Benign
3292,9,180,9,29,29,0,0,Malicious
819,8,180,16,21,21,1,2,Malicious
1403,15,224,20,7,6,1,2,Malicious
1382,2,180,111614,9,9,1,2,Malicious
2148,807,203,10,89,89,4,5,Malicious
1638,15,180,10,7,6,1,1,Malicious
8072,11,229,27,29,29,0,0,Benign
399,1,180,111714,15,15,1,2,Malicious
882,1,180,111612,26,26,1,1,Malicious
3565,421,410,805,17,17,0,0,Malicious
7314,18,298,12,11,11,0,0,Benign
1179,1,180,111612,9,9,1,2,Malicious
4244,91,283,29,28,28,0,0,Benign
5218,85,283,29,6,6,0,0,Benign
5593,344,305,1321,126,126,0,0,Benign
2130,7,250,15,9,9,1,2,Malicious
5078,31,260,12,11,11,0,0,Benign
456,94,180,9,14,14,2,3,Malicious
7053,19,303,30,29,29,0,0,Benign
1950,7,243,10,9,9,1,2,Malicious
5372,77,283,32,27,27,0,0,Benign
689,6,218,10,19,19,0,0,Malicious
6919,381,350,370,769,769,0,0,Benign
7903,49,280,49,23,23,0,0,Benign
1953,8,180,10,35,35,5,6,Malicious
2710,253,277,85,4,4,1,1,Malicious
7992,11,229,17,25,25,0,0,Benign
6968,282,343,681,116,116,0,0,Benign
4349,369,298,27,26,26,0,0,Benign
7103,151,227,105,104,104,0,0,Benign
1884,26,246,10,6,6,1,1,Malicious
6169,93,334,687,196,196,0,0,Benign
7237,18,283,10,6,6,0,0,Benign
2494,15,224,20,34,34,1,2,Malicious
3036,48,287,40,9,9,1,1,Malicious
3603,18,180,10,21,21,5,6,Malicious
845,7,234,10,10,10,1,1,Malicious
542,3,180,8,10,10,1,1,Malicious
3724,51,297,60,59,59,0,0,Benign
4187,95,341,220,219,219,0,0,Benign
3679,13,180,16,12,12,2,3,Malicious
6535,1,349,8,7,7,0,0,Benign
6693,251,287,105,40,40,0,0,Benign
7531,23,298,13,11,11,0,0,Benign
2964,17,180,10,32,32,2,2,Malicious
2529,9,180,216,8,8,0,0,Malicious
1048,15,180,10,14,14,3,4,Malicious
1960,9,180,9,9,9,1,2,Malicious
2530,243,347,21,8,8,1,1,Malicious
6561,11,365,10,9,9,0,0,Benign
237,9,180,9,2,2,1,1,Malicious
4917,72,283,28,208,208,0,0,Benign
1133,4,326,13,10,10,1,1,Malicious
6958,360,367,283,59,59,0,0,Benign
4259,79,262,21,6,6,0,0,Benign
6455,80,354,104,211,211,0,0,Benign
6058,72,420,418,50,50,0,0,Benign
6157,63,452,273,49,49,0,0,Benign
6921,387,348,345,345,345,0,0,Benign
2978,15,224,20,324,324,1,1,Malicious
6481,311,308,38,37,37,0,0,Benign
7170,24,253,22,21,21,0,0,Benign
7836,100,229,88,55,55,0,0,Benign
6109,75,378,321,222,222,1,2,Benign
3919,79,322,77,76,76,0,0,Benign
3138,42,413,52,63,63,0,0,Malicious
7305,23,298,12,6,6,0,0,Benign
4073,60,353,44,43,43,0,0,Benign
7029,23,297,30,29,29,0,0,Benign
3229,74,180,11,25,25,1,1,Malicious
1826,2,256,15,43,43,1,1,Malicious
593,15,256,16,20,20,1,2,Malicious
2725,2,180,11,90,89,4,5,Malicious
4137,88,273,85,46,46,0,0,Benign
560,9,256,22,11,11,3,4,Malicious
6415,76,333,85,119,119,0,0,Benign
5773,84,384,873,133,133,0,0,Benign
243,13,180,9,21,21,5,6,Malicious
5435,78,283,30,9,9,0,0,Benign
4437,387,315,177,27,27,0,0,Benign
7901,14,287,37,102,102,0,0,Benign
405,12,180,9,20,20,4,6,Malicious
1442,3,250,15,9,9,1,2,Malicious
261,17,383,29,10,10,1,1,Malicious
5599,41,568,229,52,52,0,0,Benign
7468,111,262,21,39,39,0,0,Benign
1689,17,248,10,9,9,1,1,Malicious
1725,2,256,15,9,9,1,2,Malicious
6675,239,433,252,208,208,2,3,Benign
4930,39,283,20,79,79,0,0,Benign
2496,3,180,7,9,9,1,2,Malicious
5509,60,226,287,35,35,0,0,Benign
340,9,180,9,121,121,2,3,Malicious
5722,76,331,251,80,80,0,0,Benign
1601,17,373,27,9,9,2,3,Malicious
4576,351,282,80,54,54,0,0,Benign
3725,53,285,74,73,73,0,0,Benign
8107,64,286,72,39,39,0,0,Benign
2785,13,180,24,9,9,1,1,Malicious
1523,13,180,348,9,9,1,2,Malicious
6107,87,384,219,61,61,0,0,Benign
7269,20,283,10,11,11,0,0,Benign
7584,27,298,12,21,21,0,0,Benign
5777,50,431,127,229,229,0,0,Benign
7839,26,229,40,28,28,0,0,Benign
1766,23,180,3333,9,9,1,1,Malicious
8077,17,229,46,67,67,0,0,Benign
4037,57,335,42,41,41,0,0,Benign
5606,49,491,245,54,54,0,0,Benign
6470,61,517,505,368,368,6,8,Benign
6633,162,369,945,181,181,2,3,Benign
7658,30,226,67,46,46,0,0,Benign
363,15,180,10,28,28,1,2,Malicious
5367,79,283,34,11,11,0,0,Benign
8099,87,267,32,1140,1140,0,0,Benign
7362,22,298,12,52,52,0,0,Benign
4725,92,283,49,138,138,0,0,Benign
4443,32,285,30,6,6,0,0,Benign
6525,42,376,13,12,12,0,0,Benign
7586,17,298,13,26,26,0,0,Benign
2562,35,238,13,4,4,1,1,Malicious
5735,45,386,160,132,132,0,0,Benign
7505,25,298,13,6,6,0,0,Benign
7599,22,298,12,26,26,0,0,Benign
3083,38,256,28,9,9,1,2,Malicious
7543,16,298,13,11,11,0,0,Benign
2102,5,180,72514,9,9,1,2,Malicious
632,9,292,10,11,11,3,4,Malicious
2493,7,180,10,39,39,0,0,Malicious
2665,2,180,11,9,9,1,2,Malicious
5942,49,393,92,103,103,0,0,Benign
4406,71,265,21,6,6,0,0,Benign
6728,303,404,416,415,415,0,0,Benign
5822,44,391,282,189,189,2,3,Benign
2334,5,218,10,4,4,1,1,Malicious
6282,76,368,612,51,51,0,0,Benign
3619,13,5665,53,14,14,2,3,Malicious
3883,86,517,244,243,243,0,0,Benign
5566,76,305,596,97,97,0,0,Benign
4211,42,319,22,21,21,0,0,Benign
1494,3,180,8,9,9,1,1,Malicious
2401,95,180,9,30,30,1,2,Malicious
